Unnamed: 0,Code,Transport,Longitude,Latitude,Station,District.Name,Neighborhood.Name
183,K001,Underground,2.203212,41.40344,METRO (L4) - POBLENOU-,Sant Martí,el Poblenou
184,K001,Underground,2.126495,41.387932,METRO (L3) - MARIA CRISTINA (Av. Diagonal)-,Les Corts,la Maternitat i Sant Ramon
185,K003,RENFE,2.165256,41.39187,RENFE - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
188,K003,RENFE,2.185449,41.384232,RENFE - DE FRANÇA-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
189,K011,Tram,2.087563,41.376495,"TRAMVIA (T1,T2,T3) - PONT D'ESPLUGUES-",Ciutat Vella,el Centre
190,K011,Tram,2.066109,41.356699,"TRAMVIA (T1,T2) - LES AIGÜES-",Ciutat Vella,Fontsanta - Fatjó
192,K001,Underground,2.173104,41.388481,METRO (L4) - URQUINAONA-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
193,K001,Underground,2.168592,41.40017,METRO (L4) - VERDAGUER-,Eixample,la Dreta de l'Eixample
194,K001,Underground,2.209904,41.430056,METRO (L2) - VERNEDA-,Sant Martí,La Verneda
197,K001,Underground,2.174535,41.415996,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ-,Horta-Guinardó,el Guinardó
199,K001,Underground,2.187238,41.402882,METRO (L1) - GLÒRIES (Pl. de les Glòries Catalanes)-,Sant Martí,el Parc i la Llacuna del Poblenou
200,K001,Underground,2.182475,41.449285,"METRO (L4,L11) - TRINITAT NOVA-",Nou Barris,la Trinitat Nova
201,K001,Underground,2.126019,41.375495,METRO (L5) - BADAL (C. Carreras i Candi)-,Sants-Montjuïc,Sants - Badal
202,K001,Underground,2.159106,41.394536,METRO (L5) - DIAGONAL (C. del Rosselló)-,Eixample,la Dreta de l'Eixample
203,K001,Underground,2.034689,41.357711,FGC (L8) - MOLÍ NOU-CIUTAT COOPERATIVA-,Ciutat Vella,Ciutat Cooperativa i Molí Nou
204,K001,Underground,2.163409,41.37899,METRO (L2) - SANT ANTONI (Rda. Sant Antoni)-,Ciutat Vella,el Raval
205,K001,Underground,2.173372,41.389401,METRO (L1) - URQUINAONA (Pl. d'Urquinaona)-,Eixample,la Dreta de l'Eixample
207,K001,Underground,2.174591,41.394624,METRO (L2) - TETUAN-,Eixample,la Dreta de l'Eixample
208,K001,Underground,2.206689,41.423827,METRO (L2) - LA PAU-,Sant Martí,la Verneda i la Pau
209,K001,Underground,2.043259,41.348145,FGC (L8) - SANT BOI-,Ciutat Vella,Barri Centre
210,K001,Underground,2.139248,41.405731,FGC (L7) - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
212,K011,Tram,2.192089,41.387575,TRAMVIA (T4) - CIUTADELLA-VILA OLÍMPICA-,Sant Martí,la Vila Olímpica del Poblenou
213,K011,Tram,2.058263,41.363968,"TRAMVIA (T1,T2) - BON VIATGE-",Ciutat Vella,Centre
214,K011,Tram,2.062535,41.36756,TRAMVIA (T2) - LA FONTSANTA-,Ciutat Vella,Centre
215,K011,Tram,2.134102,41.41411,TRAMVIA BLAU - AV. TIBIDABO (Rda. de Dalt-Bosch i Alsina)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
217,K001,Underground,2.117531,41.35536,FGC (L8) - GORNAL-,Gràcia,Sants - Badal
218,K001,Underground,2.19105,41.436433,METRO (L1) - SANT ANDREU (Pl. d'Orfila)-,Sant Andreu,Sant Andreu
219,K001,Underground,2.187202,41.410828,METRO (L1) - CLOT (C. de València)-,Sant Martí,el Clot
221,K002,Railway (FGC),2.151636,41.399679,FGC - GRÀCIA (C. de Marià Cubí)-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
222,K008,Maritime station,2.173815,41.364315,Estació Marítima Grimaldi Lines,Sants-Montjuïc,la Marina del Prat Vermell
223,K003,RENFE,2.147997,41.492347,RENFE - CERDANYOLA DEL VALLÈS-,Nou Barris,Tiana-Pont Vell
225,K002,Railway (FGC),2.130463,41.361391,FGC - ILDEFONS CERDÀ-,Sants-Montjuïc,Sants
226,K001,Underground,2.15988,41.375147,METRO (L3) - POBLE SEC-,Eixample,Sant Antoni
227,K011,Tram,2.22531,41.427474,TRAMVIA (T5) - SANT JOAN BAPTISTA-,Gràcia,Sant Joan Baptista
228,K001,Underground,2.217105,41.414575,METRO (L4) - BESÒS MAR (C. d'Alfons el Magnànim)-,Sant Martí,el Besòs i el Maresme
230,K001,Underground,2.169507,41.387625,METRO (L1) - CATALUNYA-,Eixample,la Dreta de l'Eixample
231,K001,Underground,2.171017,41.462556,METRO (L11) - CAN CUIÀS (C. Circumval·lació - Montcada)-,Nou Barris,Ciutat Meridiana
232,K001,Underground,2.164871,41.392581,METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
233,K001,Underground,2.157649,41.393362,"FGC (L6,L7) - PROVENÇA (C. del Rossellò)-",Eixample,la Dreta de l'Eixample
234,K001,Underground,2.137173,41.410227,FGC (L7) - AVINGUDA DEL TIBIDABO-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
235,K001,Underground,2.169598,41.385842,"FGC (L6,L7) - CATALUNYA (C. de Pelai)-",Eixample,la Dreta de l'Eixample
236,K001,Underground,2.174437,41.416378,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. Sant Quintí)-,Horta-Guinardó,el Guinardó
237,K002,Railway (FGC),2.169598,41.385842,FGC - CATALUNYA (C. de Pelai)-,Eixample,la Dreta de l'Eixample
239,K002,Railway (FGC),2.152507,41.399554,FGC - GRÀCIA-,Gràcia,la Vila de Gràcia
240,K001,Underground,2.110681,41.368521,METRO (L1) - FLORIDA-,Sant Andreu,la Maternitat i Sant Ramon
243,K001,Underground,2.169571,41.385366,METRO (L3) - CATALUNYA (C. de Pelai)-,Ciutat Vella,el Raval
244,K001,Underground,2.147496,41.435235,METRO (L3) - MUNDET-,Horta-Guinardó,Montbau
245,K001,Underground,2.163699,41.385021,METRO (L2) - UNIVERSITAT (C. d'Aribau)-,Eixample,Sant Antoni
246,K001,Underground,2.149572,41.40611,METRO (L3) - LESSEPS (Rda. Gral. Mitre)-,Sarrià-Sant Gervasi,el Putxet i el Farró
249,K001,Underground,2.158742,41.429811,METRO (L5) - HORTA (Bda. de la Plana)-,Horta-Guinardó,Horta
250,K001,Underground,2.139294,41.379699,METRO (L5) - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
251,K001,Underground,2.174603,41.430476,METRO (L5) - VIRREI AMAT (C. del Doctor Pi i Molist)-,Nou Barris,el Turó de la Peira
252,K011,Tram,2.214952,41.41033,TRAMVIA (T4) - DIAGONAL MAR-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
